	C5	C6	C8	C12	C16	C17	C18	C20	C25	C26	ds	batch
3899	0.13809856768627105	0.1280731470199318	0.16491141973884943	0.06160445708878527	0.11215361322527743	0.03823019384251705	0.06641241438821095	0.125020230479934	0.0	0.165495956530223	LUSC_IA3_BC3_10_2500	batch
3238	0.010780284641482849	0.22590491532281914	0.1715709809380818	0.18734785289438402	0.05194064913653831	0.0	0.1923324701520897	0.0	0.1601228469146041	0.0	LUSC_IA3_BC3_10_2500	batch
3580	0.3197116735112394	0.0	0.0	0.35884084076241735	0.0	0.24395913287195603	0.0	0.0	0.07748835285438727	0.0	LUSC_IA3_BC3_10_2500	batch
4673	0.0	0.14496634668233488	0.1705392411110304	0.040885776046697714	0.1891144589931007	0.08150036270834664	0.10253241969975119	0.18471376321706393	0.06023162996815465	0.025516001573520002	LUSC_IA3_BC3_10_2500	batch
1860	0.13419059601302033	0.19536251505040808	0.03918467695294752	0.17115038751585587	0.1646471373617536	0.14855231691824064	0.008545786763536824	0.009279885506395254	0.11649065429292965	0.012596043624912215	LUSC_IA3_BC3_10_2500	batch
3591	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
3418	0.0	0.0	0.0	0.20607510183375097	0.0	0.5079459758830441	0.28597892228320493	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
1807	0.042119148600566814	0.18949900584186624	0.07882586493018182	0.1475222751723141	0.10857781950839136	0.07836393408955385	0.03297505541667635	0.15131996130726838	0.12844316234950334	0.04235377278367785	LUSC_IA3_BC3_10_2500	batch
100	0.1483108907906373	0.13492700252295486	0.08600993168122899	0.1539165891792015	0.13655215357363398	0.10916677302529831	0.0007458206872962099	0.031870329793487674	0.15539245914842473	0.04310804959783638	LUSC_IA3_BC3_10_2500	batch
2804	0.0	0.0	0.0	0.1814375499167685	0.18538053859332768	0.21110506130857834	0.07906909896876255	0.0	0.34300775121256294	0.0	LUSC_IA3_BC3_10_2500	batch
3684	0.0	0.0	0.0	0.3147201321981272	0.0593503144502768	0.12078823348735268	0.0	0.0	0.0	0.5051413198642433	LUSC_IA3_BC3_10_2500	batch
3794	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
2018	0.06623775729388004	0.15267876807813144	0.18659647112472358	0.10537487664094763	0.04450089418520375	0.18941243989615345	0.025722618781388006	0.05221181314863078	0.0628371582972672	0.11442720255367408	LUSC_IA3_BC3_10_2500	batch
1020	0.19888949786682927	0.19869206657793595	0.11725000965941815	0.013797424180759047	0.01443141328564911	0.05287050391828627	0.030778705577770307	0.08175282345138803	0.13694706074582264	0.15459049473614117	LUSC_IA3_BC3_10_2500	batch
1647	0.08562337862536441	0.11372889958348047	0.1591844342506083	0.05761253263407823	0.08755217791801363	0.12992553807276655	0.07335137257394835	0.1056245028524455	0.046739129126332386	0.14065803436296215	LUSC_IA3_BC3_10_2500	batch
3274	0.0	0.4004771736303338	0.0	0.0	0.0	0.0	0.30799831673463834	0.17409882052462686	0.11742568911040095	0.0	LUSC_IA3_BC3_10_2500	batch
1620	0.03913799634847116	0.01898198993587278	0.1753569326270857	0.16286778786458445	0.17639844194789994	0.09997694766678107	0.01618018335763411	0.14867223990865402	0.09745040110787957	0.06497707923513724	LUSC_IA3_BC3_10_2500	batch
2754	0.0	0.0	0.6107136903056979	0.0	0.0	0.3892863096943021	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
969	0.06663791088521862	0.2110944853293192	0.21702909006364518	0.0630317119000131	0.05571937254121151	0.004604592526165735	0.16657096488755058	0.0832047280495598	0.06934217023667033	0.06276497358064582	LUSC_IA3_BC3_10_2500	batch
4092	0.10322218665014365	0.0	0.0	0.0	0.0	0.0	0.6229549942834925	0.26825349619283434	0.005569322873529506	0.0	LUSC_IA3_BC3_10_2500	batch
4077	0.20374209098772153	0.0	0.06358744127048652	0.17932400605001395	0.2309268425290128	0.17422829626782188	0.009023868419705355	0.06744736839376464	0.0	0.0717200860814733	LUSC_IA3_BC3_10_2500	batch
1321	0.015936176667328772	0.08662338206523643	0.11016503899865793	0.06548476566115717	0.08822011758166114	0.13887221321366203	0.06642939635412821	0.13763251139550783	0.14650545886881117	0.14413093919384942	LUSC_IA3_BC3_10_2500	batch
4715	0.2108417080288862	0.0	0.0	0.0	0.2962230957066833	0.0010933535675525744	0.18923464723600933	0.3026071954608686	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
3525	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
2217	0.08938763003507585	0.1811478484885656	0.007447736752082221	0.09936921997556007	0.1630315394757187	0.047852418394352836	0.06055668400649051	0.048348115717425554	0.1279503142617759	0.17490849289295268	LUSC_IA3_BC3_10_2500	batch
1485	0.11963814009822239	0.09456958577575285	0.08352413864953948	0.06479793962408568	0.16552892230293298	0.16064190060362607	0.15329619637561162	0.0588224490391339	0.0910468937710329	0.00813383376006205	LUSC_IA3_BC3_10_2500	batch
2893	0.03532094115402012	0.12156106094632056	0.1872102806638478	0.2102587220163408	0.18446032237885476	0.045481595927377924	0.011885383527285695	0.11111208139716322	0.0	0.0927096119887891	LUSC_IA3_BC3_10_2500	batch
676	0.10928024417210118	0.035766475901782606	0.048790950916495955	0.08770700211015886	0.06663597027542141	0.2113045831241841	0.025507606676137752	0.2028060280812069	0.20388660579529633	0.008314532947214938	LUSC_IA3_BC3_10_2500	batch
4917	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
12	0.15349557035111094	0.10658747667351037	0.14772670123572942	0.06584338749881934	0.017329953578183906	0.02303307970710134	0.18973039656988366	0.1714126680861605	0.014022593641047899	0.11081817265845266	LUSC_IA3_BC3_10_2500	batch
2727	0.11852706877891095	0.1812328567952283	0.08852858152960873	0.0009543016723455233	0.16091459845769537	0.27965277668715416	0.0	0.1701898160790571	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
1424	0.144249361985935	0.11583437656583669	0.13925029780608544	0.08972270620587829	0.11895094949697743	0.0879911576269783	0.008822373472573475	0.12961553640271906	0.06142110553395299	0.10414213490306326	LUSC_IA3_BC3_10_2500	batch
1634	0.08250520824254305	0.025442524323283068	0.14727912121699674	0.1303743186403394	0.001015085844955453	0.008730086992510922	0.025748851510182035	0.18441681930422127	0.2063810863326804	0.18810689759228785	LUSC_IA3_BC3_10_2500	batch
3268	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
657	0.14882805620406617	0.11713227109707847	0.06389519897469599	0.1537773530158111	0.07605715699247753	0.1498986007839149	0.11314803897016897	0.019500297140667734	0.01782847784935625	0.13993454897176283	LUSC_IA3_BC3_10_2500	batch
2374	0.11855413509739576	0.14634540116502573	0.013818757268450855	0.03311217688384832	0.06713933383755792	0.12795973937497765	0.10954449704615414	0.1558865272312865	0.10971772165370637	0.11792171044159679	LUSC_IA3_BC3_10_2500	batch
2225	0.2380707551507896	0.04079197526819012	0.02689180536963923	0.08919475817030538	0.06521065425372029	0.1834415130070803	0.013257554972246415	0.25625328035569445	0.021694407216990154	0.06519329623534409	LUSC_IA3_BC3_10_2500	batch
4264	0.14841473163148533	0.0	0.21129498690174134	0.0	0.07667843765261202	0.1714816843219612	0.1926370773570456	0.07853825288702367	0.12095482924813086	0.0	LUSC_IA3_BC3_10_2500	batch
4504	0.15252923406915983	0.4025870383561732	0.0	0.0	0.0	0.0	0.0	0.12676643903878734	0.08239380999759469	0.23572347853828504	LUSC_IA3_BC3_10_2500	batch
2826	0.05415737536969739	0.141685171813729	0.2418436107002738	0.027047878110013357	0.0	0.0	0.18173472519985204	0.22220986145151428	0.024330059876946124	0.10699131747797398	LUSC_IA3_BC3_10_2500	batch
3114	0.08024806808966022	0.13102280945093542	0.11591888706104958	0.16401844136123467	0.08857202821704788	0.14524821657558462	0.02561590692064615	0.1472024697899515	0.10215317253388992	0.0	LUSC_IA3_BC3_10_2500	batch
2312	0.19031533727120936	0.1643229068719863	0.013963551679885807	0.06439143918554581	0.07863891371391966	0.10463785345700369	0.0879326493603904	0.20165470940251748	0.03448300760820243	0.059659631449338814	LUSC_IA3_BC3_10_2500	batch
4831	0.0	0.19566501595842023	0.0	0.0	0.0	0.27581698528416937	0.0	0.0	0.3130054877879274	0.21551251096948296	LUSC_IA3_BC3_10_2500	batch
2107	0.1843859383132713	0.045704214502957474	0.22393766949046062	0.062358071407438105	0.03757106827728693	0.07093512677937788	0.05957472741439882	0.021199469751432082	0.25150734943574	0.04282636462763679	LUSC_IA3_BC3_10_2500	batch
977	0.03168717772651048	0.06012139421151718	0.09124549420262816	0.14731060359886897	0.15430134670695195	0.14389503352206356	0.011502760544073313	0.1442999990020816	0.16018918310376148	0.05544700738154329	LUSC_IA3_BC3_10_2500	batch
1197	0.15201760480532925	0.09250193818394353	0.16129750633698614	0.1356876382613393	0.09615699052174845	0.04492027805359574	0.01931003540116477	0.0684682343173967	0.14157156621088696	0.0880682079076091	LUSC_IA3_BC3_10_2500	batch
4253	0.17735637873682716	0.15096443066814155	0.0	0.15925706448571683	0.1278295712130407	0.055364191289793446	0.14877307343964125	0.08419499544831133	0.034008877797951996	0.06225141692057576	LUSC_IA3_BC3_10_2500	batch
3504	0.13215157606767766	0.0	0.3287441830248452	0.21098760902061822	0.2863559330530349	0.0	0.0	0.0	0.04176069883382401	0.0	LUSC_IA3_BC3_10_2500	batch
1961	0.11180674858507642	0.10266900878896192	0.13373824342209178	0.04142474431925487	0.14823768432853973	0.07378607826497127	0.11394509000480366	0.0683057513506068	0.12040476256821954	0.08568188836747408	LUSC_IA3_BC3_10_2500	batch
3040	0.17960830696751728	0.0	0.0	0.0	0.20671741074685332	0.2061860930708441	0.0	0.19975672686394588	0.0	0.20773146235083936	LUSC_IA3_BC3_10_2500	batch
26	0.04669516820818577	0.006026666474643847	0.1244568882797023	0.22967053858191042	0.09596567346925002	0.2774902751418063	0.05332963565197613	0.10536422398723258	0.05836311804613805	0.0026378121591546363	LUSC_IA3_BC3_10_2500	batch
3523	0.0	0.18113219539499115	0.18192767685834899	0.0	0.3514293834153974	0.0	0.28551074433126233	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
4120	0.0	0.0	0.1976690793304327	0.03938991860216985	0.13627329404516894	0.008267234065513118	0.1480871069457418	0.2223205475010915	0.24799281950988214	0.0	LUSC_IA3_BC3_10_2500	batch
3800	0.0	0.0	0.34467975915757704	0.08976332141032971	0.0	0.0	0.0072000561277817884	0.0	0.0	0.5583568633043114	LUSC_IA3_BC3_10_2500	batch
315	0.1313271332264338	0.015890932692785353	0.1264762464038819	0.06274186006055517	0.13380381840134997	0.12862620117260018	0.022981879934032053	0.14951186545101472	0.11233816379877934	0.11630189885856752	LUSC_IA3_BC3_10_2500	batch
1578	0.11860859690414297	0.07887480404140498	0.04235560322875456	0.05147156869600964	0.1205903884087956	0.15801727614852532	0.1593930599504281	0.0832716133365738	0.03424748089784326	0.15316960838752158	LUSC_IA3_BC3_10_2500	batch
3630	0.0	0.0	0.14655855652673483	0.0	0.0	0.3487836399526839	0.20800185847774635	0.0	0.2966559450428348	0.0	LUSC_IA3_BC3_10_2500	batch
1874	0.19368309983587093	0.14494075159308575	0.15492364644190335	0.15632729168263465	0.013447931987223858	0.006876836036164719	0.06370000280901778	0.09158511284212295	0.07986112622267522	0.0946542005493008	LUSC_IA3_BC3_10_2500	batch
2809	0.0	0.0	0.0	0.0	0.8692141970722851	0.0	0.0	0.0	0.13078580292771494	0.0	LUSC_IA3_BC3_10_2500	batch
2836	0.0	0.13914365278516788	0.17548816119003555	0.12278344494262342	0.0	0.0	0.20974479073009358	0.11476179221401121	0.2054882281809357	0.03258992995713284	LUSC_IA3_BC3_10_2500	batch
2372	0.08477951116317715	0.026860402494823937	0.05414281768420768	0.13204398045027005	0.07978511307181549	0.15849887821132944	0.04180421776580238	0.15762852978123437	0.12132454241776353	0.1431320069595761	LUSC_IA3_BC3_10_2500	batch
1235	0.15975424050495507	0.14685702375306303	0.08137262107612674	0.031242070936770637	0.06392469303370778	0.029645825686383066	0.15683151215241276	0.18140156865792834	0.10712569231918409	0.041844751879468324	LUSC_IA3_BC3_10_2500	batch
721	0.1694871294650606	0.07204180537121144	0.0711499467344209	0.10444362212997152	0.11712273050029944	0.04120752707734259	0.1271720453958407	0.040322652877704965	0.08058103009773361	0.17647151035041436	LUSC_IA3_BC3_10_2500	batch
80	0.11462357258253555	0.15178582309659802	0.03555321527743144	0.06769570900742798	0.07377561215263168	0.08806796438222446	0.12916811914255083	0.048972629963572406	0.15175900678660395	0.13859834760842377	LUSC_IA3_BC3_10_2500	batch
1723	0.12366684672541496	0.0017874511746254606	0.16841604836876217	0.031531807087814646	0.0718198352913925	0.15263330953405757	0.010766040102292816	0.18788268595222243	0.16217298510278064	0.08932299066063681	LUSC_IA3_BC3_10_2500	batch
4415	0.0	0.0	0.23167364893856002	0.0	0.0	0.15169477157568065	0.6166315794857593	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
2559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
2964	0.0	0.9095226069820539	0.0	0.0	0.0	0.0	0.09047739301794606	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
219	0.030557242841959816	0.06718920105549374	0.1177383591643967	0.051874991875200296	0.18927734949943373	0.12225935940637	0.1354150268009203	0.09661053376105641	0.15948820378326636	0.029589731811902588	LUSC_IA3_BC3_10_2500	batch
4139	0.0	0.0	0.0	0.0	0.31618068516460734	0.29125263461197015	0.0	0.2320624102183871	0.12101288148923868	0.039491388515796644	LUSC_IA3_BC3_10_2500	batch
677	0.05166336643050144	0.07699552128028493	0.19142940936340852	0.0030017926028934705	0.12904050496291417	0.11329279999842663	0.2155742324962752	0.029868819865023502	0.019933750640695795	0.16919980235957635	LUSC_IA3_BC3_10_2500	batch
354	0.2126865462885626	0.06363709916169444	0.016579663680918125	0.14316281106835202	0.14210357399552218	0.07501534945198225	0.04391057295792534	0.1136470739043354	0.10772951261127642	0.08152779687943129	LUSC_IA3_BC3_10_2500	batch
949	0.1235464916594056	0.10950449817482667	0.13794964613874747	0.059680830519736064	0.05626721780796153	0.07579264307234365	0.13628974410640637	0.13904854425088803	0.05208079824631287	0.10983958602337165	LUSC_IA3_BC3_10_2500	batch
577	0.07385087676621274	0.09442768977634909	0.10943357280724132	0.03563178216087303	0.013232577420833476	0.21054701513302265	0.20164409677508513	0.0543617528783682	0.05870069415508427	0.14816994212693013	LUSC_IA3_BC3_10_2500	batch
1612	0.09352344542078393	0.15405349051162207	0.10166586591349415	0.14019951256416233	0.0920804401073314	0.07406146396484438	0.1055512784761489	0.08571855688162827	0.07681273791412595	0.07633320824585857	LUSC_IA3_BC3_10_2500	batch
3779	0.0	0.12484871704376332	0.09408676076057791	0.16827803168584832	0.038616878307997024	0.16363341839439297	0.10657188678151269	0.14500693105424792	0.11039390429384309	0.04856347167781691	LUSC_IA3_BC3_10_2500	batch
47	0.14360480093842382	0.0448738969244006	0.01525487188327162	0.11760910557938432	0.0210796702220826	0.13087939718451283	0.16257711658879045	0.10092944991391205	0.05937735434099662	0.20381433642422508	LUSC_IA3_BC3_10_2500	batch
1360	0.09687859462081232	0.06946942178233304	0.05923497375185596	0.11851726656204806	0.1779921589851661	0.18062137043230667	0.03899520144616969	0.031742470860618266	0.21912350365611347	0.007425037902576464	LUSC_IA3_BC3_10_2500	batch
734	0.13192470300166792	0.2178413989415627	0.19302748468979503	0.07458270090622837	0.06738074824389667	0.06067684108803672	0.013295058090550295	0.19379523342665528	0.040857770633626896	0.006618060977980157	LUSC_IA3_BC3_10_2500	batch
4359	0.2701953527663889	0.0	0.15560868991015872	0.08152709186404317	0.0008632513778303023	0.19291724890638198	0.0	0.06418138008059829	0.20306734939569662	0.03163963569890194	LUSC_IA3_BC3_10_2500	batch
3707	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
4254	0.0	0.0	0.0	0.0	0.0	0.8708830658416117	0.12911693415838832	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
3142	0.0	0.0	0.0	0.15447530101858342	0.0	0.0	0.0	0.8455246989814166	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
4925	0.0	0.0	0.0	0.10733811324561719	0.8440000417149227	0.0	0.0	0.0	0.0	0.04866184503946023	LUSC_IA3_BC3_10_2500	batch
533	0.17680138318930488	0.031051176337545807	0.07208543939531828	0.028154961836569035	0.07357243626212776	0.10947796769779318	0.13424623462802723	0.15575507056151705	0.08782139018231755	0.1310339399094793	LUSC_IA3_BC3_10_2500	batch
584	0.048656070887799836	0.05753044919202467	0.11823633751593923	0.14681141605874756	0.00464181086628681	0.11086921047672887	0.0583246111368929	0.08895472161176005	0.22034347103715235	0.14563190121666766	LUSC_IA3_BC3_10_2500	batch
4525	0.13948427304202807	0.0	0.0	0.0	0.1967718659184331	0.09377902281275147	0.27065516998020195	0.0	0.048367805830575074	0.25094186241601035	LUSC_IA3_BC3_10_2500	batch
4800	0.09015767709742968	0.0	0.10114367020227474	0.0	0.327348733465705	0.0	0.3014098279089805	0.0	0.17994009132561017	0.0	LUSC_IA3_BC3_10_2500	batch
1425	0.03766860135149687	0.0685540699063881	0.10808547089713484	0.1987384580982405	0.08278897102544307	0.14427921795491977	0.16034510525752882	0.001367286730887119	0.09702486357038084	0.1011479552075799	LUSC_IA3_BC3_10_2500	batch
807	0.18054823667310826	0.06546171878320758	0.18430905182858237	0.11338537318689908	0.005078564210373217	0.07304342438990193	0.102768515810902	0.1316653713451077	0.04831635948634632	0.0954233842855715	LUSC_IA3_BC3_10_2500	batch
4743	0.1578356875560615	0.06753801375459165	0.16721341869410036	0.21671211028983528	0.16966433231010247	0.0	0.0	0.0	0.09152500906448534	0.12951142833082344	LUSC_IA3_BC3_10_2500	batch
1041	0.03977160578838195	0.057213839236860915	0.12248454292001143	0.09247252914253104	0.1865744789136585	0.041176023125440185	0.1855421108967449	0.06288490461257291	0.1616489335895964	0.050231031774201594	LUSC_IA3_BC3_10_2500	batch
1876	0.11870943251015077	0.1538995522262776	0.12530592223150222	0.13605910850723038	0.0009764766061657081	0.05477480201263353	0.10601381975111242	0.020941896132666213	0.15663941857541025	0.12667957144685085	LUSC_IA3_BC3_10_2500	batch
881	0.08163795856084831	0.1207497760835548	0.14191196596336791	0.08154714178136462	0.13646391790505094	0.07554950236767287	0.0972853961161626	0.14644069161379325	0.10616687052001064	0.012246779088174098	LUSC_IA3_BC3_10_2500	batch
2796	0.0	0.0	0.0	0.0	0.0	0.5686910521517226	0.0	0.4313089478482775	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
4968	0.0	0.14834855281114964	0.28666963686895375	0.0	0.34757900448283796	0.0	0.0	0.0	0.21740280583705882	0.0	LUSC_IA3_BC3_10_2500	batch
4246	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
2173	0.08886708673355107	0.06917051047388474	0.1640658836238992	0.10095041575939782	0.17125848987278536	0.12263057287489786	0.15522729177623434	0.016989226993948607	0.05462164913113011	0.05621887276027073	LUSC_IA3_BC3_10_2500	batch
1505	0.14191609367252722	0.13738944749180085	0.14693294139312632	0.07347787611638223	0.10920474219989734	0.09968846805987623	0.07093877372915722	0.0673189529419648	0.01957436152146748	0.13355834287380025	LUSC_IA3_BC3_10_2500	batch
1412	0.04962744163875901	0.07311035082053886	0.04669971802766098	0.09802330938159179	0.12976975757436812	0.17729048769877542	0.07892219492667514	0.2051291284085254	0.047315400864703636	0.09411221065840164	LUSC_IA3_BC3_10_2500	batch
3464	0.16136044248889703	0.0	0.33791632600534965	0.0	0.2427577015565246	0.2109507345130745	0.04701479543615425	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
2295	0.015156755922227557	0.14003703748105026	0.009429164935812214	0.021128921558814642	0.07065335139983617	0.15886222118391558	0.10728339306165238	0.16888217634905886	0.18024715038473335	0.12831982772289882	LUSC_IA3_BC3_10_2500	batch
803	0.08199811308892783	0.13443862252362673	0.196796635004938	0.08782833627740126	0.15027821472166	0.1038217594597851	0.028276304388982338	0.06332545918950595	0.06608211546103862	0.08715443988413415	LUSC_IA3_BC3_10_2500	batch
4644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
3828	0.3078833635682331	0.2887720396993685	0.0	0.0	0.3618840039123318	0.0	0.0	0.0	0.04146059282006665	0.0	LUSC_IA3_BC3_10_2500	batch
566	0.08144164361150458	0.017098082855353483	0.13657457491357278	0.12221907725135085	0.09579597127550166	0.15554473260910323	0.04372680201131221	0.026459369392377204	0.17279815700960996	0.1483415890703141	LUSC_IA3_BC3_10_2500	batch
3651	0.21141201291510242	0.0	0.25816969216293706	0.015625878788228804	0.0	0.3938476597421731	0.12094475639155867	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
1115	0.017014806841755655	0.17517749776564875	0.07115764256069428	0.22698459715875513	0.0404658096616145	0.14772492213698496	0.055271903906687105	0.08625994720283829	0.12677707992832551	0.05316579283669588	LUSC_IA3_BC3_10_2500	batch
1432	0.1453103752361077	0.023412416366783064	0.13559011663001147	0.060278995574962656	0.05468216934590482	0.02836972596918608	0.2108843715501025	0.003972971903258403	0.1893408274109095	0.14815803001277372	LUSC_IA3_BC3_10_2500	batch
2922	0.341748395195903	0.026892418369257952	0.035242730763037945	0.15904422237615548	0.08971444564802196	0.04197461627126326	0.0	0.14488108685144616	0.1605020845249142	0.0	LUSC_IA3_BC3_10_2500	batch
644	0.13560163714414028	0.08545816617590768	0.12159270663371674	0.12041838948604348	0.09654449965262446	0.08761393594377559	0.06352345388301876	0.0996633271275299	0.05485843381103562	0.13472545014220763	LUSC_IA3_BC3_10_2500	batch
4093	0.0	0.11893521204827678	0.27684681333441763	0.0	0.0	0.6042179746173056	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
4691	0.0	0.3021979676609854	0.0	0.0	0.0	0.573816978533903	0.0	0.0	0.12398505380511153	0.0	LUSC_IA3_BC3_10_2500	batch
134	0.06975820043839061	0.015366027944900686	0.0963652438342184	0.1803467403954515	0.14032626742570525	0.04850713699339296	0.06469135182548492	0.1325297065000123	0.08767203923282926	0.16443728540961403	LUSC_IA3_BC3_10_2500	batch
2276	0.151461582320175	0.03977796098058295	0.07475375087958698	0.10305900696191828	0.10900951939588498	0.10143391416108609	0.03949049782689878	0.0055002977152721795	0.18767742411741195	0.1878360456411829	LUSC_IA3_BC3_10_2500	batch
3559	0.0	0.0	0.0	0.3471140976617726	0.5844722534732432	0.0684136488649842	0.0	0.0	0.0	0.0	LUSC_IA3_BC3_10_2500	batch
567	0.1630226857443043	0.15533136812960113	0.009493960744596191	0.1877034690040017	0.07898027271301082	0.11913889506180926	0.06624632913456344	0.13286297201178435	0.01453870716164889	0.07268134029468001	LUSC_IA3_BC3_10_2500	batch
856	0.13209351764980867	0.06529063939536467	0.05933699993984186	0.09185175409403692	0.10577299690073834	0.21386628303443228	0.14567145386602784	0.013582049355094467	0.033395143635583345	0.13913916212907163	LUSC_IA3_BC3_10_2500	batch
4769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	LUSC_IA3_BC3_10_2500	batch
