	C5	C6	C8	C12	C16	C17	C18	C20	C25	C26
624	0.0012665202480589936	0.15193743488068742	0.08059243794742917	0.11073320518142954	0.023767622528427252	0.15546770036108837	0.06520918114714241	0.10193600311018688	0.1571652996135588	0.1519245949819911
550	0.023691617061246253	0.010678477559922617	0.17529783597038986	0.1281034186883143	0.11803457515373646	0.09885046519211074	0.1574049279599613	0.1203970571327227	0.03019737376742418	0.1373442515141715
1846	0.11814383512278832	0.002358971846041488	0.10619812706478647	0.10643192655431907	0.14727248556978625	0.06630429068006084	0.12267613915387915	0.11329975104164414	0.14183678132974187	0.07547769163695249
1848	0.13642865163651485	0.014263206303699889	0.1263991204168729	0.12022575564882651	0.10013394863793716	0.14440177431967333	0.02999802801054876	0.12014961066850142	0.0867451503634652	0.12125475399395984
1099	0.055552564595359434	0.13853126666631588	0.13037684184715914	0.012178416775172266	0.1739997656532172	0.18048133283674986	0.017886213900787394	0.07285027458836639	0.07712110691516001	0.14102221622171232
4643	0.0200635336234531	0.2511543805635567	0.0	0.046030722819378866	0.11157481388191429	0.21443850677602466	0.21932458815666803	0.0	0.0	0.13741345417900425
3281	0.03759289396156736	0.0927588937942044	0.16312990904704885	0.0	0.01891881422880602	0.0	0.1911810959038786	0.123056303746089	0.15829724339115442	0.21506484592725136
2082	0.1601036941318016	0.0014933409488127164	0.168493935524607	0.012302463477457823	0.1494194331845774	0.12077543754913898	0.15399137877704702	0.15817039747521797	0.05873217177586183	0.016517747155477727
1991	0.16485905075618804	0.18291227657875506	0.1251430405964568	0.003980213366551217	0.08646663975656718	0.1609413808648541	0.1673467492942556	0.04174089200200783	0.04051100585610188	0.02609875092826217
4704	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2670	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1796	0.0877382061725804	0.20679150188690873	0.038923037692544474	0.21408648352446713	0.1444060957835485	0.023284683270391807	0.025869415687208394	0.021619726147701017	0.013508750946758461	0.22377209888789104
67	0.11894559910339784	0.07658831529027642	0.1025667498563976	0.12195035542908027	0.012119066317500834	0.10726662289880487	0.1185446634340861	0.12407039050389247	0.16798132490011072	0.049966912266452966
4822	0.0	0.019989862956585783	0.16150068309565196	0.0	0.14738359389376843	0.09541052802983842	0.16981214119988405	0.1707667529505479	0.23513643787372343	0.0
163	0.08840717719526074	0.14766313628574304	0.09698656588391473	0.11593586828093037	0.02425097677601413	0.10242701512903855	0.149997285515224	0.113933577305485	0.03851664250595518	0.12188175512243425
3131	0.0	0.0	0.13487293028969355	0.1363009376865719	0.0	0.44069981212429615	0.0	0.0	0.2881263198994383	0.0
3005	0.0	0.21743480635868134	0.07895670110916288	0.0	0.11405898165484359	0.0	0.30861546387450356	0.014354022288765129	0.26658002471404363	0.0
4818	0.0	0.2045394754022666	0.0	0.1536666384674368	0.2378914620481955	0.0	0.12484171650411288	0.0200775645629097	0.03500233902256572	0.22398080399251272
4911	0.0	0.0	0.0	0.0	0.1469563228155558	0.6690508607669217	0.0	0.0	0.1839928164175226	0.0
4058	0.3045738751645004	0.22023917512094981	0.0	0.0	0.0	0.10046579534526937	0.0	0.068943823771657	0.14603253525336105	0.15974479534426225
3452	0.2743978768140624	0.0	0.0	0.0	0.0	0.17451033031090982	0.3278886926028358	0.0	0.05733968552233044	0.16586341474986127
4544	0.23489531984813053	0.0123166530480024	0.18869384227159336	0.0	0.0	0.0	0.0	0.0	0.5640941848322737	0.0
146	0.031023985163816683	0.11884202913438603	0.04693254465782884	0.16249331553605134	0.12324103846342267	0.13295833550639444	0.06698822141020502	0.02403000667460315	0.12962658536479876	0.16386393808849295
4473	0.10785714380148113	0.0	0.0	0.8484538671728845	0.043688989025634374	0.0	0.0	0.0	0.0	0.0
1924	0.09263781101247638	0.18031154462848062	0.10860095689589465	0.030829201677001844	0.006544319334773252	0.05834962827178971	0.18440977676170636	0.1670305613679006	0.01880084714092357	0.15248535290905305
3039	0.43324192191543864	0.0	0.0	0.0	0.0	0.0	0.0	0.5667580780845614	0.0	0.0
2115	0.08522212363108579	0.11605239379573963	0.0944819639909918	0.09087767628441572	0.03712687606127989	0.22972181549414453	0.23624397498314462	0.0050030303479831955	0.0688163552196844	0.036453790191530534
831	0.15159939166990866	0.1070914941191059	0.0177541423986606	0.1305088203229027	0.1078798447675961	0.020149481401298547	0.11195422758906887	0.07261233366631094	0.171245587005063	0.10920467706008481
4204	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3469	0.0	0.0	0.6092164959920134	0.0	0.0	0.0	0.39078350400798656	0.0	0.0	0.0
2141	0.12977688769840318	0.14116507414408536	0.11485248426294868	0.11217641459720604	0.04183329635851621	0.10319579909961185	0.12458539710259775	0.06142397137140724	0.06870305855244153	0.10228761681278234
3701	0.26350254420912994	0.0749153355653835	0.0	0.0	0.2725926422597984	0.38898947796568817	0.0	0.0	0.0	0.0
3913	0.3944407769746742	0.0	0.11738241689109725	0.09861960132164309	0.0	0.07573313025702479	0.0	0.0	0.31382407455556083	0.0
4351	0.0	0.0	0.0	0.0	0.7685060897757073	0.23149391022429264	0.0	0.0	0.0	0.0
1740	0.04816172066568934	0.05984459670984633	0.09727264349715634	0.0936637575816685	0.14058113031357625	0.18577034892924352	0.13283390673044354	0.03610799783936276	0.14114216876145907	0.06462172897155428
2798	0.3973134558183783	0.0	0.0	0.4187435010295518	0.0	0.0	0.0	0.0	0.18184148470165676	0.0021015584504130505
220	0.06587196628805102	0.11885860310836219	0.06356148939813087	0.16142950822447408	0.07015658764352505	0.002887559710957526	0.11235778872562756	0.005866215137257129	0.34084246024846626	0.05816782151514821
1004	0.010432469496996697	0.14371294184058356	0.12613691383189418	0.14070729405815421	0.11604426111130701	0.14575133088097403	0.08321422149088405	0.12708610069797227	0.0005258639083635121	0.1063886026828705
4496	0.0	0.11947608161375198	0.12477382537762767	0.1079658787047741	0.0	0.0	0.08466416262464879	0.22486767568190252	0.33825237599729485	0.0
199	0.0353236493895246	0.12559294856785086	0.17412777479608454	0.18307409999888327	0.10464288540001752	0.03008936496221698	0.059456798244753056	0.029096302253968715	0.16576455756572062	0.09283161882097987
3998	0.0	0.0	0.3240711811268643	0.18776337351331013	0.0	0.0	0.0	0.0	0.4881654453598256	0.0
958	0.13533609314740622	0.05792192199069894	0.12349525030629907	0.13222885930374856	0.1083499200077221	0.09528795391405355	0.10596921679646235	0.12373127426018146	0.1061353125907532	0.011544197682674492
178	0.11943504559223123	0.022281616041120025	0.07178989105618658	0.0370570875713578	0.16658380441032777	0.12995634647882173	0.08583001946287215	0.15310928611791783	0.1533566791825365	0.060600224086628386
3050	0.0	0.0	0.0	0.2209706627613898	0.0	0.2352565974887332	0.06686848303070839	0.0	0.09900964674484984	0.3778946099743188
3715	0.06552916386500432	0.11705164207648822	0.21588767019320118	0.010042303290670084	0.13314720292738436	0.0	0.21317683776791804	0.0	0.14047197307213616	0.10469320680719764
1892	0.01017936325041311	0.18812673394290316	0.14889232384624626	0.14995387276864833	0.09596278631227784	0.01334147815531563	0.10839041028135094	0.10675900915269448	0.0822238502039309	0.0961701720862192
3321	0.0	0.6142032100087044	0.0	0.0	0.0	0.3857967899912957	0.0	0.0	0.0	0.0
4398	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3442	0.13080285567433295	0.07823667430428552	0.1276555147797433	0.0	0.1495821632804826	0.0728630212936752	0.057185818644997215	0.16318307121960268	0.12032810079196016	0.10016278001092045
2709	0.33256445875358737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6674355412464127
947	0.10646776726661301	0.00959026872862062	0.18405409622028457	0.09072108429378782	0.0823577657965588	0.022106749268397813	0.12814401464434003	0.16345286743287124	0.1368750357405614	0.07623035060796478
1270	0.17491302544330473	0.0338423862804894	0.16163120741875833	0.09697432219347844	0.03893280171958641	0.013206296331466206	0.12323894937902888	0.14261042943311286	0.04633926296846056	0.16831131883231423
3617	0.0	0.17373722561372634	0.037963982898329515	0.26985433204613035	0.0	0.0	0.18468858949485878	0.25558762310843813	0.07816824683851689	0.0
2361	0.09063361527632938	0.02967073574083783	0.050380989082758634	0.11733588519042623	0.16657240751514343	0.13803352270313474	0.15156965602582603	0.09092647394177061	0.08574381889149026	0.07913289563228283
3220	0.0	0.3841539008599979	0.0	0.0	0.0	0.2585347390306406	0.35731136010936154	0.0	0.0	0.0
2412	0.07525363350478459	0.12819493362504214	0.0150251220533034	0.024740834638889944	0.10043235009938957	0.1531092563315739	0.21021105162109727	0.14550520040459652	0.1029413663875686	0.044586251333754226
2515	0.0663596935968585	0.0	0.0	0.10705407419541932	0.0	0.0	0.2130207620844733	0.0	0.6135654701232488	0.0
4747	0.20388032027456118	0.0	0.0	0.0	0.3055010095781536	0.0	0.10355938635943933	0.19165701044989675	0.0	0.19540227333794913
2733	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1126	0.06451803988763544	0.1742150358280574	0.16089635617928852	0.08893418075874054	0.029418356439993916	0.04628877244522568	0.11351938064858377	0.022906157420193647	0.1327555658112575	0.16654815458102365
2659	0.06463448327954424	0.0	0.19420192583545234	0.09740976105831248	0.01611643837090399	0.0	0.2717915685910945	0.191184771360202	0.03340954341215758	0.13125150809233294
3179	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1048	0.045019577027573164	0.18514582385165687	0.14803142461746757	0.05785834509559485	0.019271994924413123	0.01929332339477558	0.12658415372248608	0.16524044908822433	0.061828705248827436	0.17172620302898092
3149	0.5778566119789242	0.12129972409047177	0.0	0.0	0.0	0.0	0.06142013444408529	0.23942352948651865	0.0	0.0
45	0.21186254254249773	0.14843922829812706	0.036414846119936506	0.12737415614707695	0.03828322657801729	0.01887780929075936	0.07273254888215924	0.009767462556624248	0.16463137295192087	0.17161680663288073
2876	0.07357852904688415	0.2507402425316284	0.0	0.0	0.0	0.3241675057558597	0.0	0.0	0.3515137226656277	0.0
3768	0.0	0.0	0.5606059837262177	0.0	0.0	0.0	0.0	0.0	0.0	0.43939401627378233
4599	0.0	0.10983751637000093	0.1800002915834607	0.199118367640278	0.0	0.0	0.2222099857989196	0.0	0.11937076292148247	0.16946307568585825
1488	0.042280205178291175	0.04362946357743276	0.19467885242245225	0.0658962502540557	0.10093421168803829	0.055765794773018074	0.15964417575693687	0.21961181459709028	0.009554229686319011	0.10800500206636553
470	0.12995200844975568	0.05596580532284076	0.07489365966914811	0.16063195217129486	0.2071058151777743	0.0025227303797783628	0.16026694657995935	0.007591257870726829	0.017392589183497332	0.18367723519522436
1500	0.06494711771814733	0.10929756547998881	0.14788922491822096	0.16652543530402103	0.14140894363038425	0.10038895499815596	0.16009221668735016	0.016484408940028585	0.034014979932920436	0.05895115239078243
4699	0.0	0.0	0.018864703849401684	0.3661159155703865	0.28261172372126564	0.0	0.0	0.33240765685894624	0.0	0.0
4440	0.07712966031041059	0.0	0.5165099555955934	0.0	0.0	0.0	0.0	0.28927790657254965	0.11708247752144642	0.0
830	0.13435044734887472	0.06902348533291797	0.0011851899705299332	0.11693633872654946	0.03271650455874862	0.14044798202560085	0.0654836795551967	0.18348946214529308	0.10703097776200851	0.14933593257428027
3857	0.0	0.1773437614312754	0.0	0.0	0.2853379609831394	0.0	0.0	0.5373182775855851	0.0	0.0
83	0.07430447100957224	0.14882515595352386	0.0012986064469868305	0.2119072479974612	0.22030699974406334	0.09029181820064909	0.1891582779186209	0.04122499161012596	0.02227962983816831	0.0004028012808282317
2333	0.1348631218351049	0.014344038764199245	0.13491693341312674	0.10684908554172393	0.12421913553738737	0.16288581021595816	0.0036271815422470478	0.16501214965136743	0.045516778854257485	0.10776576464462792
195	0.12183281504557443	0.14514550651217523	0.11673804834714284	0.12193948736151211	0.018333905647523047	0.13331535107344505	0.18159400851039004	0.0950365491139576	0.049686694923530936	0.016377633464748576
3590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25763726185686403	0.7423627381431359	0.0
301	0.04063526730501001	0.11316763603287121	0.027834514755882868	0.14668396695499236	0.13006106904529335	0.031636767027990155	0.11642250908793259	0.2112068436177399	0.11128021622302783	0.07107120994925978
1053	0.059891916455498434	0.022712248637772204	0.13302713732146365	0.1214383982269879	0.10573844195137992	0.08288296330727712	0.17631707340296118	0.011982148253599357	0.16094878555252667	0.12506088689053352
2202	0.07930161301267628	0.07279373340314102	0.04154961014767941	0.17093325997937533	0.08038951362675732	0.16396383642761095	0.16220033114726934	0.03623342931468995	0.11375271586648021	0.07888195707432033
2080	0.19444540263859308	0.023015960462265762	0.13979578377665283	0.12281265396263956	0.10497802170453203	0.11619011865066246	0.060789916883863454	0.037662995446005355	0.08473132449842376	0.11557782197636174
1511	0.16542738575878133	0.09407367211370382	0.18454439480926454	0.1165993564581169	0.1375027533926759	0.0014436935975361033	0.026974175391133705	0.06174878177275175	0.09355515760969355	0.11813062909634242
3502	0.05461595549890377	0.07177524431570544	0.05845706729075863	0.36022987482360075	0.22378169747399898	0.0	0.08316145926769251	0.0	0.08812378175944191	0.05985491956989793
1422	0.07340691755061621	0.11160435576817858	0.07868039660176947	0.046979423326853655	0.04608517688986274	0.15801921169137562	0.204185294477155	0.1353307416006212	0.027571803092867837	0.1181366790006997
2853	0.0	0.23564852980135562	0.19261281514072687	0.32157253866846064	0.0	0.25016611638945685	0.0	0.0	0.0	0.0
1850	0.07023405943190468	0.01969614701416259	0.10608042977971	0.11386714309000492	0.07127335103512665	0.11401424293608774	0.11515364173986888	0.12398662872040747	0.13931864142617476	0.12637571482655227
4794	0.02161428329631013	0.08663215809857112	0.15270212186073595	0.0	0.032364422675020287	0.02613743183904468	0.19594831339566932	0.18341626235594555	0.22589146965978374	0.07529353681891918
257	0.04937035261874946	0.1609672735712499	0.10900069496408486	0.04465092806085376	0.23645640017731318	0.1505342321383028	0.06771208033172961	0.1346370017846593	0.004866546369501081	0.04180448998355597
928	0.09104361252908287	0.08025260653039673	0.07211303892544708	0.08512342639319886	0.13642374961235446	0.060230273858501035	0.14116256811203665	0.09916979738028414	0.1648497946643047	0.06963113199439346
862	0.03477911990064723	0.019618509169563345	0.09279124448267821	0.06561368311204255	0.1446574140173567	0.15089744913720246	0.09450634164483189	0.14162608111981836	0.11088774981729103	0.14462240759856823
2500	0.2557869639433479	0.026601179963819162	0.0	0.10592421419284319	0.12245482557435845	0.14430838375864785	0.02925454240264713	0.11515484994991015	0.0	0.2005150402144261
2634	0.0	0.12956029509746345	0.0	0.0774416398655124	0.06167681215086278	0.22766868217797775	0.2005336801815321	0.18183825756323035	0.10577560524589853	0.015505027717522678
2743	0.22611733170962992	0.13802783366239033	0.07650608613849275	0.07434772929992975	0.2710458410363629	0.11288223559085114	0.0	0.10107294256234324	0.0	0.0
2367	0.009102544113456514	0.11596718141891713	0.18306948432546294	0.20281476129076065	0.08172907764495624	0.11664291789243868	0.10682668749321628	0.05171898857392434	0.09593954689551568	0.036188810351351665
2070	0.1324073475962772	0.08078759487293788	0.07026895447539616	0.0808470344470771	0.08846478886683357	0.15998979005355782	0.06448435063367372	0.07581617889698959	0.09358044591949621	0.15335351423776072
773	0.04991261948477962	0.07538206069741407	0.10555979195854416	0.17329711565602826	0.19080237146805026	0.13115483287315816	0.03344544009748602	0.1184808445703528	0.02984764614626108	0.09211727704792565
496	0.1754789906753747	0.12286480861774221	0.005937503206335649	0.09075927345403735	0.016982937951901155	0.13609219106937448	0.05408792963027518	0.05734449084156859	0.16399803995709683	0.17645383459629388
2667	0.14504723137265774	0.0	0.04527937694360398	0.0	0.22131987423176233	0.2614523546143908	0.08007605675269969	0.20690263866985675	0.006042366685323368	0.03388010072970528
1575	0.027321311189708337	0.10585757550971214	0.12179454961345684	0.1297225574496429	0.15076894837389077	0.13699499399352894	0.10247546152523211	0.1462120353231758	0.039186134342918275	0.03966643267873393
4631	0.14925265148393282	0.04938298840671239	0.0	0.0	0.1841064742648853	0.0	0.0	0.0	0.3794413545986122	0.2378165312458571
2050	0.02912603698414999	0.17737676118780848	0.012833164589229068	0.05819483308855815	0.1656178434850443	0.05377975345663037	0.1922014388171716	0.0016998125480589385	0.029931333689097176	0.27923902215425195
4463	0.0	0.0	0.3055708325901519	0.0	0.0	0.27141995225458193	0.0	0.0	0.17306697210295757	0.24994224305230875
2719	0.0	0.47166335480564475	0.0	0.0	0.0	0.0	0.0	0.5283366451943552	0.0	0.0
3168	0.0	0.26170923734806867	0.0	0.0	0.0	0.0	0.36749845982332696	0.3705161091947559	0.0002761936338484016	0.0
4042	0.7051000730016344	0.0	0.0	0.0	0.0	0.0	0.0	0.29489992699836565	0.0	0.0
594	0.11918114174902156	0.13896669479066767	0.06276478790290237	0.073421260183675	0.07356323013865637	0.173132678517594	0.05067066131378951	0.11730967530109682	0.0879726518650256	0.10301721823757104
784	0.12130364310300004	0.14687565472850259	0.10782380444445307	0.05015448095417106	0.06387368286975963	0.12379329028603935	0.14690462653253933	0.028743721624099182	0.11027597450973857	0.10025112094769723
3347	0.20513210912699126	0.0	0.1445519361082558	0.25034803458800703	0.0	0.08589453343640666	0.0	0.0	0.3140733867403393	0.0
1465	0.09902656771425675	0.07116880005668696	0.15213098760999172	0.040192537684952546	0.10388883984743445	0.04071842576339489	0.07096149643511204	0.17039391216224098	0.034298205978481794	0.2172202267474478
2	0.002607834815884525	0.0452072464581112	0.12074320864571232	0.03092988332454594	0.09891300660104926	0.167588422255541	0.00888017199436229	0.13266745716728798	0.17119188620976855	0.22127088252773702
3569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
472	0.04647127899366058	0.11025834740293404	0.08843796876122752	0.10467128081074947	0.1253679138141048	0.15235410853727302	0.15437987865200015	0.11560057740179129	0.07260971193576111	0.029848933690498052
1646	0.08515688813256893	0.11770095206885212	0.11630099852284655	0.0912940834462157	0.024276556449024655	0.11798057192052468	0.10534551846812838	0.08030197970803703	0.13388861161159865	0.12775383967220347
4289	0.21423072257042333	0.0	0.01739952460105549	0.07055761533650871	0.0	0.19897828889651528	0.18526036964697426	0.17801930640316016	0.13555417254536276	0.0
1474	0.020931625141236185	0.05180860283784608	0.15371599269365965	0.11282630684778026	0.07808721400270176	0.17559828244041428	0.06717717814549173	0.12382052433726727	0.16563970059793587	0.05039457295566698
4252	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4118	0.20828859495730015	0.27015433111669584	0.11911922416944501	0.0	0.0	0.12725285509974826	0.27431088407047854	0.0008741105863323133	0.0	0.0
3625	0.8258800675780577	0.0	0.0	0.0	0.1741199324219423	0.0	0.0	0.0	0.0	0.0
2099	0.010337916870050217	0.17417683096370912	0.1294094460494344	0.05495758334946274	0.0921679201057117	0.005496384959553178	0.16533121070562196	0.0917193054572462	0.11305876563335064	0.16334463590585985
405	0.03027256507595216	0.10752115423974097	0.13123674252634554	0.18390693136062838	0.21125734885676428	0.011060165026598357	0.056972641839362084	0.20000061554377202	0.054092863232625125	0.013678972298211113
975	0.15438798671651577	0.13587641571737274	0.020798858039925573	0.11754680569992455	0.02962790067333054	0.0819760894951213	0.1483214355112949	0.09184574600086456	0.08942097584729217	0.1301977862983579
198	0.0452478403142182	0.06391991347652268	0.15028629107015498	0.019857348332590764	0.16735373248595692	0.14587819583478806	0.09259368800502443	0.11017676718461732	0.05866705136064035	0.14601917193548658
1510	0.19725074840520995	0.13162299600913355	0.09897223774307012	0.06869122422328583	0.13774757738387955	0.19478225642685063	0.09669960138198642	0.012615168691701756	0.05931592297358046	0.0023022667613018183
1140	0.19342019882497172	0.18545138570701566	0.011373751291262401	0.014734221526147447	0.19846698129443618	0.03694386427032942	0.05581146323294396	0.19266885027951866	0.037890092587719124	0.07323919098565532
687	0.05250835044421964	0.07833566678343437	0.06829932721265486	0.14146489347083088	0.14575458110414977	0.1520366875168941	0.07143846601845967	0.028862181013412678	0.12204613672055803	0.1392537097153861
4600	0.10356393528898716	0.017404895664857093	0.06349881939301662	0.17999299180968364	0.1813296503954365	0.17584877561886117	0.08852806785367578	0.030926555330210607	0.0	0.15890630864527155
2514	0.0	0.0	0.02931008127214569	0.3080103201622982	0.3593435682935787	0.0	0.2189500878078765	0.0	0.08438594246410089	0.0
529	0.2599009292446853	0.11840873496221567	0.0035224448109160474	0.11263081814040253	0.10959994675738934	0.05915625375516384	0.0036036901970708806	5.107649521233402e-05	0.19789612284166028	0.1352299827952839
138	0.03390642157035558	0.05614648795237936	0.11930742648841967	0.0907784154028441	0.15654436795158402	0.13275786188999636	0.0573260795429649	0.14865386555487636	0.12312603197977809	0.08145304166680165
1974	0.10601801327796251	0.059228340035664885	0.04557816863123366	0.1945405345788888	0.1941943113251586	0.005489378316463057	0.058138371457231074	0.20260726230825213	0.08892330062395788	0.04528231944518732
2730	0.1837574850144911	0.212291829463169	0.0	0.0	0.18681763005883162	0.18596272405952077	0.0	0.06194074794043092	0.16922958346355665	0.0
3903	0.0	0.8686382537770386	0.0	0.0	0.0	0.0	0.1313617462229614	0.0	0.0	0.0
2307	0.03388661990960716	0.006262025181152838	0.08009043769341928	0.10109232275559923	0.24536108410671775	0.06623536220767427	0.029746587679067387	0.18093742245225963	0.034204771609775406	0.22218336640472713
3324	0.13534277758555416	0.2315502485577815	0.21736963726637892	0.0	0.0	0.0	0.14467616562937935	0.0	0.004936960761661939	0.26612421019924415
4401	0.3290290210194194	0.0	0.0756776000465255	0.0	0.0	0.0	0.0	0.0	0.5952933789340552	0.0
377	0.08011242846868148	0.14323182220641523	0.11745578544322802	0.10239946047033774	0.06202224118328456	0.04631572304862064	0.11021131438332335	0.048089403352681866	0.12846837956996754	0.1616934418734595
3369	0.0	0.0	0.7252685012191914	0.0	0.0	0.2747314987808086	0.0	0.0	0.0	0.0
3652	0.2049653813868965	0.0	0.20339180247092237	0.0	0.3343647994588927	0.0	0.06353935692162267	0.19373865976166596	0.0	0.0
2270	0.16695933301331953	0.08292533443896853	0.10729908502229693	0.1576015561524031	0.017228163176783527	0.05928937559746618	0.14042844627476156	0.02605433492862697	0.059536126479355134	0.18267824491601853
4358	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4758	0.20544448187693956	0.0	0.0	0.08913882981383706	0.18158454733622073	0.05440699892463847	0.13635294685190807	0.07588367712047496	0.03919941750628187	0.21798910056969928
145	0.0581348073958992	0.13302800598213227	0.12668864702487959	0.08416601599825228	0.0536310310093638	0.029675822351585696	0.1929547360621409	0.000983713043007851	0.13866884885481004	0.18206837227792838
4369	0.0	0.09271256100539582	0.2012737939141434	0.0	0.0	0.23542104172540682	0.2209390603145014	0.16236550393881066	0.0	0.08728803910174199
3180	0.0	0.0	0.14010178940982695	0.0	0.4156892389677195	0.0	0.0	0.0	0.4442089716224536	0.0
3703	0.19524788370645627	0.04325223964190335	0.27120321493840577	0.0	0.10535396634039838	0.0	0.0	0.2348252134465333	0.0	0.15011748192630292
1878	0.1257871352331275	0.05360009718243281	0.1374947518938212	0.055354682203249767	0.1354000794803789	0.12316225023489877	0.016605382530610703	0.11422378141734568	0.1387800081387577	0.09959183168537684
2581	0.0	0.21788343364739024	0.25823809976645745	0.0	0.0	0.10060697830734774	0.0	0.3630991392695102	0.06017234900929443	0.0
4779	0.16499200279787013	0.23766985435903204	0.0	0.2311652201109579	0.0	0.11520688553504127	0.060926272333959766	0.00044839743933222626	0.099774791575421	0.08981657584838562
4567	0.28946872763036174	0.0	0.0	0.040988049692526875	0.07177819650388072	0.3292442406456274	0.0	0.0	0.0	0.2685207855276032
2419	0.01739215977798188	0.1794966706736873	0.015600587239760419	0.0269012195674055	0.17206302445925295	0.17135017566390842	0.15240210772466728	0.014710132422375947	0.15882423500378334	0.09125968746717701
2023	0.022961921932565663	0.023193228574004018	0.19059239152932161	0.11295618910305144	0.13404317199615254	0.20057519162753712	0.10364002259879372	0.04211748917278397	0.1593107242358005	0.010609669229989424
3226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
363	0.16148332991228018	0.12800284872103546	0.02521647109450019	0.036832397260761415	0.2032453720238251	0.03410511404759033	0.009946045127262408	0.20480683798793292	0.13523477234811335	0.06112681147669866
3623	0.017398705398219253	0.15541739085064063	0.16579226120573	0.00040310250288240365	0.18492038882354797	0.13385975794348937	0.0893455969230994	0.10771379642061096	0.1451489999317801	0.0
1887	0.11110277768098664	0.14607723981106935	0.14651350543928907	0.046367083110585364	0.04217693031719258	0.058437436985557645	0.08420309424403738	0.11792879837090664	0.11299547827397809	0.13419765576639722
4364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8689856002063165	0.0	0.13101439979368346
65	0.10182960902854146	0.03928774474267326	0.010633774841098476	0.18139231560026975	0.15609464739339887	0.16413172887876384	0.12308790539118576	0.14730651329704733	0.013773773595094138	0.06246198723192723
2078	0.13352464184754284	0.0564689190614059	0.1271187710032509	0.09513867903452702	0.1590890342348502	0.05052792937850673	0.015374648516759303	0.06655673527444214	0.1424957658035211	0.1537048758451938
4192	0.0	0.22835251736944417	0.12029919462866474	0.034712991446977426	0.23471768974596008	0.0019331838044995505	0.13106257074942143	0.17100283004985664	0.0	0.07791902220517596
1763	0.06767371353704445	0.14061290047284955	0.1155721081228843	0.1641760010297418	0.1302386873154023	0.2062946858629763	0.03249398505760912	0.06648247194411175	0.008268626357536016	0.0681868202998443
4237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3261	0.240741581931857	0.0	0.15337070663554492	0.12585850008673105	0.1449339577297514	0.20876552222408395	0.06087910137620466	0.0	0.06545063001582711	0.0
